name,handle,org,region,focus,tags,why_watch,blog_url,profile_url,search_url,status,post_count
Qiang Guan,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HIVE: Understanding Post-Hallucination Reasoning in Vision Language Models,https://arxiv.org/search/?query=au%3A%22Qiang%20Guan%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Qiang%20Guan%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Qiang%20Guan%22&searchtype=author,no x handle configured,0
Dongfang Liu,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HIVE: Understanding Post-Hallucination Reasoning in Vision Language Models,https://arxiv.org/search/?query=au%3A%22Dongfang%20Liu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Dongfang%20Liu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Dongfang%20Liu%22&searchtype=author,no x handle configured,0
Ruixiang Tang,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HIVE: Understanding Post-Hallucination Reasoning in Vision Language Models,https://arxiv.org/search/?query=au%3A%22Ruixiang%20Tang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ruixiang%20Tang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ruixiang%20Tang%22&searchtype=author,no x handle configured,0
Qiankun Li,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HIVE: Understanding Post-Hallucination Reasoning in Vision Language Models,https://arxiv.org/search/?query=au%3A%22Qiankun%20Li%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Qiankun%20Li%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Qiankun%20Li%22&searchtype=author,no x handle configured,0
Wei-Jung Huang,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Do LLM-Generated Skills Make Better AI Data Scientists? A Component Ablation Across Data-Science Workflows,https://arxiv.org/search/?query=au%3A%22Wei-Jung%20Huang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Wei-Jung%20Huang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Wei-Jung%20Huang%22&searchtype=author,no x handle configured,0
Jaris Küken,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：TimEE: End-to-end Time Series Classification via In-Context Learning,https://arxiv.org/search/?query=au%3A%22Jaris%20K%C3%BCken%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Jaris%20K%C3%BCken%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Jaris%20K%C3%BCken%22&searchtype=author,no x handle configured,0
Shi Bin Hoo,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：TimEE: End-to-end Time Series Classification via In-Context Learning,https://arxiv.org/search/?query=au%3A%22Shi%20Bin%20Hoo%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Shi%20Bin%20Hoo%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Shi%20Bin%20Hoo%22&searchtype=author,no x handle configured,0
Martin Mráz,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：TimEE: End-to-end Time Series Classification via In-Context Learning,https://arxiv.org/search/?query=au%3A%22Martin%20Mr%C3%A1z%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Martin%20Mr%C3%A1z%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Martin%20Mr%C3%A1z%22&searchtype=author,no x handle configured,0
Frank Hutter,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：TimEE: End-to-end Time Series Classification via In-Context Learning,https://arxiv.org/search/?query=au%3A%22Frank%20Hutter%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Frank%20Hutter%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Frank%20Hutter%22&searchtype=author,no x handle configured,0
Lennart Purucker,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：TimEE: End-to-end Time Series Classification via In-Context Learning,https://arxiv.org/search/?query=au%3A%22Lennart%20Purucker%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Lennart%20Purucker%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Lennart%20Purucker%22&searchtype=author,no x handle configured,0
Florian Fuchs,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reward-Adaptive Iterative Discovery: A Case Study on Automated Game Testing for NHL26,https://arxiv.org/search/?query=au%3A%22Florian%20Fuchs%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Florian%20Fuchs%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Florian%20Fuchs%22&searchtype=author,no x handle configured,0
Jessy Gosselin-Grant,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reward-Adaptive Iterative Discovery: A Case Study on Automated Game Testing for NHL26,https://arxiv.org/search/?query=au%3A%22Jessy%20Gosselin-Grant%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Jessy%20Gosselin-Grant%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Jessy%20Gosselin-Grant%22&searchtype=author,no x handle configured,0
Boris Skuin,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reward-Adaptive Iterative Discovery: A Case Study on Automated Game Testing for NHL26,https://arxiv.org/search/?query=au%3A%22Boris%20Skuin%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Boris%20Skuin%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Boris%20Skuin%22&searchtype=author,no x handle configured,0
Michele Petteni,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reward-Adaptive Iterative Discovery: A Case Study on Automated Game Testing for NHL26,https://arxiv.org/search/?query=au%3A%22Michele%20Petteni%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Michele%20Petteni%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Michele%20Petteni%22&searchtype=author,no x handle configured,0
Alessandro Sestini,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reward-Adaptive Iterative Discovery: A Case Study on Automated Game Testing for NHL26,https://arxiv.org/search/?query=au%3A%22Alessandro%20Sestini%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Alessandro%20Sestini%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Alessandro%20Sestini%22&searchtype=author,no x handle configured,0
Joakim Bergdahl,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reward-Adaptive Iterative Discovery: A Case Study on Automated Game Testing for NHL26,https://arxiv.org/search/?query=au%3A%22Joakim%20Bergdahl%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Joakim%20Bergdahl%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Joakim%20Bergdahl%22&searchtype=author,no x handle configured,0
Amir Baghi,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reward-Adaptive Iterative Discovery: A Case Study on Automated Game Testing for NHL26,https://arxiv.org/search/?query=au%3A%22Amir%20Baghi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Amir%20Baghi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Amir%20Baghi%22&searchtype=author,no x handle configured,0
Linus Gisslén,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reward-Adaptive Iterative Discovery: A Case Study on Automated Game Testing for NHL26,https://arxiv.org/search/?query=au%3A%22Linus%20Gissl%C3%A9n%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Linus%20Gissl%C3%A9n%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Linus%20Gissl%C3%A9n%22&searchtype=author,no x handle configured,0
Dmitry Beresnev,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning","从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Search, Fail, Recover: A Training Framework for Correction-Aware Reasoning",https://arxiv.org/search/?query=au%3A%22Dmitry%20Beresnev%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Dmitry%20Beresnev%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Dmitry%20Beresnev%22&searchtype=author,no x handle configured,0
Vladimir Makharev,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning","从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Search, Fail, Recover: A Training Framework for Correction-Aware Reasoning",https://arxiv.org/search/?query=au%3A%22Vladimir%20Makharev%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Vladimir%20Makharev%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Vladimir%20Makharev%22&searchtype=author,no x handle configured,0
Roman Khalikov,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning","从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Search, Fail, Recover: A Training Framework for Correction-Aware Reasoning",https://arxiv.org/search/?query=au%3A%22Roman%20Khalikov%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Roman%20Khalikov%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Roman%20Khalikov%22&searchtype=author,no x handle configured,0
Ivan Oseledets,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning","从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Search, Fail, Recover: A Training Framework for Correction-Aware Reasoning",https://arxiv.org/search/?query=au%3A%22Ivan%20Oseledets%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ivan%20Oseledets%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ivan%20Oseledets%22&searchtype=author,no x handle configured,0
Petr Anokhin,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning","从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Search, Fail, Recover: A Training Framework for Correction-Aware Reasoning",https://arxiv.org/search/?query=au%3A%22Petr%20Anokhin%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Petr%20Anokhin%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Petr%20Anokhin%22&searchtype=author,no x handle configured,0
Harry Owiredu-Ashley,,arXiv cs.CR,Global,AI research,"paper-author, arxiv, research",从近期 cs.CR 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Beyond Attack-Success Rate: Action-Graded Severity Scale for Tool-Using AI Agents,https://arxiv.org/search/?query=au%3A%22Harry%20Owiredu-Ashley%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Harry%20Owiredu-Ashley%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Harry%20Owiredu-Ashley%22&searchtype=author,no x handle configured,0
Vinícius Gabriel Angelozzi,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Where to Intervene? Benchmarking Fairness-Aware Learning on Differentially Private Synthetic Tabular Data,https://arxiv.org/search/?query=au%3A%22Vin%C3%ADcius%20Gabriel%20Angelozzi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Vin%C3%ADcius%20Gabriel%20Angelozzi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Vin%C3%ADcius%20Gabriel%20Angelozzi%22&searchtype=author,no x handle configured,0
Héber H. Arcolezi,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Where to Intervene? Benchmarking Fairness-Aware Learning on Differentially Private Synthetic Tabular Data,https://arxiv.org/search/?query=au%3A%22H%C3%A9ber%20H.%20Arcolezi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22H%C3%A9ber%20H.%20Arcolezi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22H%C3%A9ber%20H.%20Arcolezi%22&searchtype=author,no x handle configured,0
Andrea Scarinci,,arXiv cs.CL,Global,"NLP, language models, agents","paper-author, arxiv, nlp, llm",从近期 cs.CL 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：SynthAVE: Scalable Synthetic Labeling for E-Commerce with LLM-Arena Validation,https://arxiv.org/search/?query=au%3A%22Andrea%20Scarinci%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Andrea%20Scarinci%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Andrea%20Scarinci%22&searchtype=author,no x handle configured,0
Virginia Negri,,arXiv cs.CL,Global,"NLP, language models, agents","paper-author, arxiv, nlp, llm",从近期 cs.CL 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：SynthAVE: Scalable Synthetic Labeling for E-Commerce with LLM-Arena Validation,https://arxiv.org/search/?query=au%3A%22Virginia%20Negri%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Virginia%20Negri%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Virginia%20Negri%22&searchtype=author,no x handle configured,0
Brayan Impata,,arXiv cs.CL,Global,"NLP, language models, agents","paper-author, arxiv, nlp, llm",从近期 cs.CL 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：SynthAVE: Scalable Synthetic Labeling for E-Commerce with LLM-Arena Validation,https://arxiv.org/search/?query=au%3A%22Brayan%20Impata%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Brayan%20Impata%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Brayan%20Impata%22&searchtype=author,no x handle configured,0
Suleiman Khan,,arXiv cs.CL,Global,"NLP, language models, agents","paper-author, arxiv, nlp, llm",从近期 cs.CL 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：SynthAVE: Scalable Synthetic Labeling for E-Commerce with LLM-Arena Validation,https://arxiv.org/search/?query=au%3A%22Suleiman%20Khan%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Suleiman%20Khan%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Suleiman%20Khan%22&searchtype=author,no x handle configured,0
Victor Martinez,,arXiv cs.CL,Global,"NLP, language models, agents","paper-author, arxiv, nlp, llm",从近期 cs.CL 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：SynthAVE: Scalable Synthetic Labeling for E-Commerce with LLM-Arena Validation,https://arxiv.org/search/?query=au%3A%22Victor%20Martinez%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Victor%20Martinez%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Victor%20Martinez%22&searchtype=author,no x handle configured,0
Xing Zhang,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：The Blind Curator: How a Biased Judge Silently Disables Skill Retirement in Self-Evolving Agents,https://arxiv.org/search/?query=au%3A%22Xing%20Zhang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Xing%20Zhang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Xing%20Zhang%22&searchtype=author,no x handle configured,0
Yanwei Cui,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：The Blind Curator: How a Biased Judge Silently Disables Skill Retirement in Self-Evolving Agents,https://arxiv.org/search/?query=au%3A%22Yanwei%20Cui%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yanwei%20Cui%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yanwei%20Cui%22&searchtype=author,no x handle configured,0
Guanghui Wang,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：The Blind Curator: How a Biased Judge Silently Disables Skill Retirement in Self-Evolving Agents,https://arxiv.org/search/?query=au%3A%22Guanghui%20Wang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Guanghui%20Wang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Guanghui%20Wang%22&searchtype=author,no x handle configured,0
Ziyuan Li,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：The Blind Curator: How a Biased Judge Silently Disables Skill Retirement in Self-Evolving Agents,https://arxiv.org/search/?query=au%3A%22Ziyuan%20Li%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ziyuan%20Li%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ziyuan%20Li%22&searchtype=author,no x handle configured,0
Wei Qiu,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：The Blind Curator: How a Biased Judge Silently Disables Skill Retirement in Self-Evolving Agents,https://arxiv.org/search/?query=au%3A%22Wei%20Qiu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Wei%20Qiu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Wei%20Qiu%22&searchtype=author,no x handle configured,0
Bing Zhu,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：The Blind Curator: How a Biased Judge Silently Disables Skill Retirement in Self-Evolving Agents,https://arxiv.org/search/?query=au%3A%22Bing%20Zhu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Bing%20Zhu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Bing%20Zhu%22&searchtype=author,no x handle configured,0
Peiyang He,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：The Blind Curator: How a Biased Judge Silently Disables Skill Retirement in Self-Evolving Agents,https://arxiv.org/search/?query=au%3A%22Peiyang%20He%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Peiyang%20He%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Peiyang%20He%22&searchtype=author,no x handle configured,0
Bojie Li,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models","从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：RLVP: Penalize the Path, Reward the Outcome",https://arxiv.org/search/?query=au%3A%22Bojie%20Li%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Bojie%20Li%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Bojie%20Li%22&searchtype=author,no x handle configured,0
Noah Shi,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models","从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：RLVP: Penalize the Path, Reward the Outcome",https://arxiv.org/search/?query=au%3A%22Noah%20Shi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Noah%20Shi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Noah%20Shi%22&searchtype=author,no x handle configured,0
Mayank Kharbanda,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：InductWave: Inductive Multi-Hop Logical Query Answering on Knowledge Graphs,https://arxiv.org/search/?query=au%3A%22Mayank%20Kharbanda%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Mayank%20Kharbanda%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Mayank%20Kharbanda%22&searchtype=author,no x handle configured,0
Michael Cochez,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：InductWave: Inductive Multi-Hop Logical Query Answering on Knowledge Graphs,https://arxiv.org/search/?query=au%3A%22Michael%20Cochez%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Michael%20Cochez%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Michael%20Cochez%22&searchtype=author,no x handle configured,0
Rajiv Ratn Shah,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：InductWave: Inductive Multi-Hop Logical Query Answering on Knowledge Graphs,https://arxiv.org/search/?query=au%3A%22Rajiv%20Ratn%20Shah%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Rajiv%20Ratn%20Shah%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Rajiv%20Ratn%20Shah%22&searchtype=author,no x handle configured,0
Raghava Mutharaju,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：InductWave: Inductive Multi-Hop Logical Query Answering on Knowledge Graphs,https://arxiv.org/search/?query=au%3A%22Raghava%20Mutharaju%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Raghava%20Mutharaju%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Raghava%20Mutharaju%22&searchtype=author,no x handle configured,0
Vikas Reddy,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning","从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reason Less, Verify More: Deterministic Gates Recover a Silent Policy-Violation Failure Mode in Tool-Using LLM Agents",https://arxiv.org/search/?query=au%3A%22Vikas%20Reddy%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Vikas%20Reddy%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Vikas%20Reddy%22&searchtype=author,no x handle configured,0
Sumanth Reddy Challaram,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning","从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reason Less, Verify More: Deterministic Gates Recover a Silent Policy-Violation Failure Mode in Tool-Using LLM Agents",https://arxiv.org/search/?query=au%3A%22Sumanth%20Reddy%20Challaram%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Sumanth%20Reddy%20Challaram%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Sumanth%20Reddy%20Challaram%22&searchtype=author,no x handle configured,0
Abhishek Basu,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning","从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reason Less, Verify More: Deterministic Gates Recover a Silent Policy-Violation Failure Mode in Tool-Using LLM Agents",https://arxiv.org/search/?query=au%3A%22Abhishek%20Basu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Abhishek%20Basu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Abhishek%20Basu%22&searchtype=author,no x handle configured,0
Chengbo Wang,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Heterogeneity-Adaptive Diffusion Schrodinger Bridge for PET-Guided Whole-Body MRI Translation,https://arxiv.org/search/?query=au%3A%22Chengbo%20Wang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Chengbo%20Wang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Chengbo%20Wang%22&searchtype=author,no x handle configured,0
Jiacheng Yu,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Heterogeneity-Adaptive Diffusion Schrodinger Bridge for PET-Guided Whole-Body MRI Translation,https://arxiv.org/search/?query=au%3A%22Jiacheng%20Yu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Jiacheng%20Yu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Jiacheng%20Yu%22&searchtype=author,no x handle configured,0
